,Winner,NTurns
0,B,110
1,B,164
2,D,601
3,B,32
4,B,38
5,D,601
6,B,62
7,B,62
8,B,314
9,B,296
10,B,68
11,D,601
12,B,308
13,B,62
14,B,176
15,B,122
16,B,116
17,B,152
18,D,601
19,B,44
20,B,464
21,B,56
22,B,236
23,B,86
24,D,601
25,D,601
26,B,224
27,B,32
28,B,260
29,D,601
30,B,50
31,B,236
32,B,428
33,D,601
34,B,176
35,B,278
36,D,601
37,B,38
38,B,536
39,D,601
