,Winner,NTurns
0,C,173
1,C,53
2,C,41
3,C,107
4,C,227
5,C,125
6,C,59
7,C,65
8,C,473
9,C,77
10,C,131
11,C,59
12,C,89
13,C,131
14,D,601
15,C,59
16,C,119
17,D,601
18,C,89
19,C,71
20,C,551
21,C,107
22,C,53
23,C,179
24,C,383
25,C,191
26,C,47
27,D,601
28,C,395
29,C,77
30,C,257
31,D,601
